"chr"	"start"	"end"	"width"	"strand"	"Length"	"ensemblID"	"EntrezID"	"Symbol"	"meanExprs"	"logFC_habenula"	"t_habenula"	"P.Value_habenula"	"adj.P.Val_habenula"	"logFC_amygdala"	"t_amygdala"	"P.Value_amygdala"	"adj.P.Val_amygdala"	"gene_description"	"associated_phenotypes"
"1"	184745420	184850626	105207	"-"	4772	"ENSRNOG00000016374"	"25022"	"Fgfr2"	31.9668171807802	-0.221122545413017	-4.06579388034028	0.000866320468443962	0.0418274024114561	-0.435607519452069	-3.3760525278744	0.00413496974838723	0.0308286811941338	"fibroblast growth factor receptor 2 [Source:RGD Symbol;Acc:2611]"	"Breast Neoplasms; Dysgerminoma; duodenal atresia; Bent Bone Dysplasia Syndrome 1; Saethre-Chotzen syndrome; portal hypertension; intestinal atresia; colorectal adenocarcinoma; Craniosynostosis Syndrome, Autosomal Recessive; Plagiocephaly, Nonsynostotic; transitional cell carcinoma; Endometriosis; Acneiform Eruptions; breast cancer; spina bifida; colorectal cancer; Lung Neoplasms; Craniofacial Abnormalities; primary pulmonary hypertension; viral pneumonia; essential hypertension; disorder of sexual development; hepatocellular carcinoma; gastric adenocarcinoma; Burns, Chemical; Congenital Limb Deformities; split hand-foot malformation; Uterine Cervical Neoplasms; uterine carcinosarcoma; squamous cell carcinoma; LADD syndrome; Volvulus Of Midgut; Stomach Neoplasms; Crouzon syndrome; Lymphatic Metastasis; Antley-Bixler syndrome without disordered steroidogenesis; Epstein-Barr virus infectious disease; Cleft Lip; prostate cancer; Leg Ulcer; Beare-Stevenson cutis gyrata syndrome; PTEN hamartoma tumor syndrome; Intellectual Disability; Nasopharyngeal Neoplasms; esophageal carcinoma; stomach cancer; lung squamous cell carcinoma; Antley-Bixler syndrome; urinary bladder cancer; umbilical hernia; prostate carcinoma in situ; Kaposi's sarcoma; Lung Reperfusion Injury; Endometrioid Carcinomas; lung adenocarcinoma; lacrimoauriculodentodigital syndrome 1; craniosynostosis; Acrocephalosyndactylia; head and neck cancer; Tracheoesophageal Fistula; Antley-Bixler syndrome with disordered steroidogenesis; Scaphocephaly, Maxillary Retrusion, and Impaired Intellectual Development; Plaque, Atherosclerotic; Pfeiffer syndrome; Endometrial Neoplasms; stomach carcinoma; Atherosclerosis; Ovarian Neoplasms; Left Ventricular Hypertrophy; retinitis pigmentosa; Hypertelorism; developmental coordination disorder; Anorectal Malformations; Cholangiocarcinoma; uterine cancer; Kidney Reperfusion Injury; adenoid cystic carcinoma; Ankylosis; ventricular septal defect; endometrial carcinoma; Idiopathic Pulmonary Fibrosis; Spinal Cord Compression; Myocardial Infarction; skin disease; Congenital Aural Atresia; female breast carcinoma; sensorineural hearing loss; genetic disease; Multiple Abnormalities; Hypospadias; transient cerebral ischemia; Jackson-Weiss Syndrome; Skin Abnormalities; Tooth Abnormalities; Cleft Palate; Liver Cirrhosis"
"19"	33259970	33292006	32037	"-"	2994	"ENSRNOG00000016760"	"291965"	"Kctd19"	0.248259048563178	-1.74146915918794	-4.60776498210706	0.000277148505436326	0.031627115193523	-1.33495420697794	-3.0843144864785	0.00752347370628417	0.0442583865135435	"potassium channel tetramerization domain containing 19 [Source:RGD Symbol;Acc:1561326]"	"genetic disease; autosomal dominant dyskeratosis congenita 6; Cerebral Visual Impairment and Intellectual Disability"
"18"	4787295	5068458	281164	"-"	4942	"ENSRNOG00000016874"	"307579"	"Zfp521"	6.55102728900394	-0.374205691819759	-3.95953483340497	0.00108554074098935	0.0450054955346157	-0.38785860923304	-3.34672705918954	0.00439188136746164	0.0318293048067513	"zinc finger protein 521 [Source:RGD Symbol;Acc:1307345]"	"Intellectual Disability; Schizophrenia; genetic disease"
"10"	85511160	85517720	6561	"+"	2322	"ENSRNOG00000017496"	"25275"	"Cnp"	157.025274908768	-0.41629178567169	-5.95149703596364	1.86899954763909e-05	0.0195170277762212	-0.662088713769097	-3.62920579660241	0.00245729474077547	0.0232351332930823	"2',3'-cyclic nucleotide 3' phosphodiesterase [Source:RGD Symbol;Acc:2368]"	"Marfanoid Mental Retardation Syndrome, Autosomal; Brain Injuries; alcoholic liver cirrhosis; Multiple Sclerosis; Encephalomyelitis; hypomyelinating leukodystrophy 20; Carotid Stenosis; Alzheimer's Disease; Brain Hypoxia-Ischemia; Catatonia; Restless Legs Syndrome; Meningoencephalitis; Catatonic Schizophrenia; Experimental Liver Cirrhosis; Schizophrenia; genetic disease; Experimental Autoimmune Encephalomyelitis"
"1"	181918183	181955732	37550	"+"	4606	"ENSRNOG00000017980"	"308995"	"Itgal"	0.54608299133273	-1.25812208442792	-5.31350412412159	6.54515059578521e-05	0.0218712752308759	-0.822955752662598	-5.45610828257695	6.52670142758379e-05	0.00464280807561202	"integrin subunit alpha L [Source:RGD Symbol;Acc:631424]"	"Experimental Liver Cirrhosis; inflammatory bowel disease; Inflammation; Behcet's disease; genetic disease; myoepithelioma; acute promyelocytic leukemia; Nephritis; Nasal Polyps"
"1"	205498084	205517450	19367	"+"	3953	"ENSRNOG00000018086"	"83500"	"Slc22a8"	3.06528807871179	-0.702030370031521	-4.95535409831937	0.000135226845918607	0.0258019425905563	-0.894896609488252	-4.33988090988057	0.000577506577147315	0.0111047206122411	"solute carrier family 22 member 8 [Source:RGD Symbol;Acc:632286]"	"Chemical and Drug Induced Liver Injury; fatty liver disease; leukocyte adhesion deficiency 3; Intellectual Disability; human influenza; genetic disease; Experimental Liver Cirrhosis; Liver Cirrhosis"
"1"	43269202	43427969	158768	"-"	5672	"ENSRNOG00000018163"	"361474"	"Ipcef1"	12.3083424936018	1.22433275547513	4.08683649172551	0.000828523801177477	0.0418274024114561	0.649016060801238	3.29274566441693	0.00490705660612462	0.0339350586817591	"interaction protein for cytohesin exchange factors 1 [Source:RGD Symbol;Acc:735159]"	"allergic contact dermatitis; lymphoid leukemia; genetic disease"
"3"	18055405	18059891	4487	"+"	2587	"ENSRNOG00000018294"	"25617"	"Hspa5"	137.37136300977	0.619430827316483	5.96118694368008	1.83451191608907e-05	0.0195170277762212	0.714350945412859	7.34990265300304	2.34356268752476e-06	0.00156624981532655	"heat shock protein family A (Hsp70) member 5 [Source:RGD Symbol;Acc:2843]"	"Chemical and Drug Induced Liver Injury; myeloid neoplasm; Acute Lung Injury; Ureteral Obstruction; hepatocellular carcinoma; Chronic Intermittent Hypoxia; Asbestosis; obesity; neuronal ceroid lipofuscinosis; high grade glioma; fatty liver disease; genetic disease; Diabetic Cardiomyopathies; Zika fever; Nerve Degeneration; Acute Experimental Pancreatitis; chronic myeloid leukemia; Myocardial Reperfusion Injury; rheumatoid arthritis; transient cerebral ischemia; Female Infertility; respiratory allergy; post-traumatic stress disorder; experimental autoimmune myocarditis; Spinal Cord Reperfusion Injury; spinocerebellar ataxia type 17; Spinal Cord Injuries; Hematologic Neoplasms; esophagus squamous cell carcinoma; Diabetic Nephropathies; Dopamine Beta Hydroxylase Deficiency; visual epilepsy; Peripheral Nerve Injuries; Contrast-Induced Nephropathy; Reperfusion Injury; inflammatory bowel disease; Myocardial Infarction; Temporomandibular Joint Osteoarthritis; Pulmonary Fibrosis; Breast Neoplasms"
"15"	29046826	29057669	10844	"+"	3163	"ENSRNOG00000018825"	"305895"	"Dcaf11"	29.1751639731989	0.207701533895476	4.20264448390565	0.000648438950422311	0.0385555800130106	0.137488386723079	3.34716181054912	0.00438795887347155	0.0318293048067513	"DDB1 and CUL4 associated factor 11 [Source:RGD Symbol;Acc:1311288]"	"Lysinuric Protein Intolerance; genetic disease; brain-lung-thyroid syndrome; Specific Granule Deficiency"
"2"	185610589	185744088	133500	"+"	11896	"ENSRNOG00000018835"	"29492"	"Notch2"	11.5206689785271	-0.75663550206725	-5.82517776262554	2.38535116144209e-05	0.0204352391347954	-0.630663953415082	-3.12824580896377	0.00687655640108611	0.0419932398937671	"notch receptor 2 [Source:RGD Symbol;Acc:3188]"	"Stomach Neoplasms; Hirschsprung's disease; Alagille Syndrome; esophagus squamous cell carcinoma; Neoplasm Invasiveness; Multiple Myeloma; Hirschsprung Disease 1; Primitive Neuroectodermal Tumors; Gastro-Enteropancreatic Neuroendocrine Tumor; squamous cell carcinoma; Acroosteolysis Dominant Type; Pre-Eclampsia; glioblastoma; VACTERL association; hereditary breast ovarian cancer syndrome; Follicular Cyst; Hajdu-Cheney Syndrome; Fibrosis; keratoacanthoma; Carotid Artery Injuries; type 2 diabetes mellitus; genetic disease; Uterine Cervical Neoplasms; primary ovarian insufficiency; malignant astrocytoma; Prenatal Exposure Delayed Effects; IgA glomerulonephritis; kidney failure; Lung Neoplasms; Cakut; PHGDH deficiency; Monoclonal B-Cell Lymphocytosis; Skin Neoplasms; Breast Neoplasms; Autism Spectrum Disorder"
"10"	14584829	14589818	4990	"-"	3245	"ENSRNOG00000018841"	"302993"	"Sox8"	14.9354352440408	-0.33461517999915	-5.61793299789368	3.57559433943499e-05	0.0204352391347954	-0.444284685433468	-5.05770885241863	0.000139749591918588	0.00632537370923161	"SRY-box transcription factor 8 [Source:RGD Symbol;Acc:1309072]"	"genetic disease; idiopathic generalized epilepsy; peripheral nervous system disease; Epilepsy; Tuberous Sclerosis 2; 46, XY Disorders of Sex Development; short-rib thoracic dysplasia 9 with or without polydactyly"
"3"	18585172	18638402	53231	"+"	3568	"ENSRNOG00000018991"	"296654"	"Gsn"	31.4839668265251	-0.481542454358426	-4.46712236999222	0.000371732749576545	0.0342234729981782	-0.793978764494836	-4.30282602344936	0.000622269754001337	0.011488268563375	"gelsolin [Source:RGD Symbol;Acc:1303089]"	"Brain Injuries; Paratuberculosis; lung disease; Basal Ganglia Hemorrhage; Myocardial Infarction; Amyloidosis; Thromboembolism; Acute Liver Failure; Metabolic Syndrome; Osteoporosis; rheumatic myocarditis; Weight Gain; Arterial Thrombosis; Mesothelioma; Hypothyroidism; Ventricular Remodeling; Chemical and Drug Induced Liver Injury; Aortic Calcification; Subarachnoid Hemorrhage; Familial Amyloidosis; middle cerebral artery infarction; Postoperative Atrial Fibrillation; Sepsis; Experimental Liver Cirrhosis; Experimental Mammary Neoplasms; Pre-Eclampsia; Cerebral Infarction; Brain Hypoxia-Ischemia; gas gangrene; pulmonary artery disease; Finnish type amyloidosis; Atrial Fibrillation; Cardiomegaly; Acute Coronary Syndrome; genetic disease; PRETERM INTRAVENTRICULAR HEMORRHAGE"
"1"	161655864	161664097	8234	"-"	1341	"ENSRNOG00000019751"	"365345"	"Cyb5r2"	5.30602313213089	-0.482828385136722	-4.22059292614356	0.000624315165677649	0.0378086800061519	-0.722585806426172	-5.21263606638517	0.000103687456836506	0.00566147068243251	"cytochrome b5 reductase 2 [Source:RGD Symbol;Acc:1308421]"	"genetic disease"
"10"	86706749	86721974	15226	"-"	2709	"ENSRNOG00000020792"	"360635"	"Etv4"	2.29659171481931	0.556825669391483	4.43739659513989	0.000395617790414519	0.0342234729981782	0.583751450863983	4.80197359913685	0.000230184491238324	0.00727880624734429	"ETS variant transcription factor 4 [Source:RGD Symbol;Acc:1306524]"	"Prostatic Neoplasms; Cakut; genetic disease; Neoplasm Metastasis; Breast Neoplasms; Neoplastic Processes; hereditary breast ovarian cancer syndrome"
"1"	85696882	85707155	10274	"-"	2324	"ENSRNOG00000020851"	"502317"	"Aplp1"	308.205386546401	-0.232553619665852	-4.70312061567971	0.000227350851307264	0.0301220531979216	-0.19159781829045	-3.4911977094422	0.00326328055102287	0.0270450850429018	"amyloid beta precursor like protein 1 [Source:RGD Symbol;Acc:69257]"	"hereditary spastic paraplegia 75; Brugada Syndrome 5; genetic disease"
"1"	204178932	204228476	49545	"-"	2154	"ENSRNOG00000021164"	"192277"	"Stip1"	69.8398188097454	0.397164204981538	4.8482435876014	0.000168472116025029	0.0263927203677722	0.416118289784863	5.86395206811656	3.05890869874301e-05	0.00342461505289591	"stress-induced phosphoprotein 1 [Source:RGD Symbol;Acc:621599]"	"Intellectual Disability; Colorectal Neoplasms; leukocyte adhesion deficiency 3; melanoma; high grade glioma; genetic disease"
"1"	239891142	239908788	17647	"-"	2689	"ENSRNOG00000022386"	"361757"	"Opalin"	34.1843563812968	-0.387537898296671	-4.00800163322749	0.000979342353620876	0.0442239244440476	-0.937968724107817	-4.88480192265325	0.000195667070678825	0.00678258385249337	"oligodendrocytic myelin paranodal and inner loop protein [Source:RGD Symbol;Acc:1307776]"	"genetic disease"
"2"	190177741	190219660	41920	"+"	3893	"ENSRNOG00000023338"	"64521"	"Tspan2"	42.3016289296859	-0.310811870084606	-3.87675171230687	0.00129450416927262	0.0487130082437093	-0.643482983487267	-3.62765043133393	0.00246515917348306	0.0232667928848239	"tetraspanin 2 [Source:RGD Symbol;Acc:620982]"	"Stroke; genetic disease"
"5"	125056848	125200446	143599	"-"	4289	"ENSRNOG00000023601"	"432358"	"Elavl4"	31.52886939643	0.272883690973437	4.04209416728752	0.000910982098439917	0.042586269686185	0.54959921622475	6.03269168863926	2.2504003952792e-05	0.00321364870122435	"ELAV like RNA binding protein 4 [Source:RGD Symbol;Acc:1560027]"	"High Myopia; Hypothyroidism; genetic disease; Status Epilepticus; learning disability; Sciatic Neuropathy"
"10"	72055208	72187282	132075	"-"	2743	"ENSRNOG00000024730"	"360593"	"Ppm1e"	56.3862250969408	0.673311141902614	4.55242429749194	0.000311028085260864	0.0328853623912361	0.767898834842063	3.46486624318553	0.00344483359615105	0.0278722904234827	"protein phosphatase, Mg2+/Mn2+ dependent, 1E [Source:RGD Symbol;Acc:735028]"	"Colorectal Neoplasms; genetic disease; Joubert Syndrome 1; Mulibrey Nanism; arterial blood pressure trait"
"8"	11211110	11238892	27783	"-"	2690	"ENSRNOG00000024757"	"363015"	"Endod1"	23.9506526003919	-0.320506464412659	-4.27875786253754	0.000552214188960638	0.0364415073359783	-0.424507329475226	-3.33083913261918	0.00453764919163628	0.0324411821539833	"endonuclease domain containing 1 [Source:RGD Symbol;Acc:1310444]"	"Ataxia Telangiectasia; genetic disease; Intellectual Disability"
"9"	60056890	60093007	36118	"-"	5707	"ENSRNOG00000025079"	"316415"	"Fam126b"	36.6454622272232	0.42611611761529	5.40603163249045	5.4397724042776e-05	0.0204973487669013	0.326979304560384	5.39942474493945	7.26438320904162e-05	0.00486765942517872	"hyccin PI4KA lipid kinase complex subunit 2 [Source:RGD Symbol;Acc:1309752]"	"Neurodevelopmental Disorders; Primary Pulmonary Hypertension, 1; Pulmonary Arterial Hypertension; Weight Gain; genetic disease"
"8"	53062360	53069538	7179	"-"	6395	"ENSRNOG00000025463"	NA	"AI593442"	27.407203131145	1.28776250056269	5.0985711458733	0.000100988151723172	0.0253848540046806	0.30844325151147	3.92507859579528	0.00134001006133568	0.0167081254513407	"expressed sequence AI593442 [Source:MGI Symbol;Acc:MGI:2143099]"	""
"8"	121610787	121642942	32156	"+"	3494	"ENSRNOG00000025676"	"316090"	"Gask1a"	1.62270653586822	-0.477048882824556	-3.98061897628906	0.00103798347799685	0.0449466229230985	-0.808313942720543	-4.60965356512712	0.000336654512023639	0.00856137532251288	"golgi associated kinase 1A [Source:RGD Symbol;Acc:1305157]"	"genetic disease; congenital muscular dystrophy-dystroglycanopathy type A8"
"17"	74917833	74961080	43248	"-"	6557	"ENSRNOG00000026248"	"291318"	"Nmt2"	25.8312147999744	0.633674108483998	4.30781865864391	0.000519417197806464	0.0358612501692165	0.30922840251725	5.87166261763105	3.01604757877929e-05	0.00342461505289591	"N-myristoyltransferase 2 [Source:RGD Symbol;Acc:1303175]"	"genetic disease; ovarian cyst; hypoparathyroidism-deafness-renal disease syndrome"
"3"	9070185	9126946	56762	"-"	9065	"ENSRNOG00000027392"	"499759"	"Ccdc187"	2.4728255769421	-0.905972149549815	-4.2730633994314	0.000558883219091858	0.0364758625960421	-1.01200506177472	-8.3412775793731	4.96741586443151e-07	0.00118565120375602	"coiled-coil domain containing 187 [Source:RGD Symbol;Acc:1565512]"	""
"20"	12763543	12767027	3485	"-"	2001	"ENSRNOG00000028243"	"690315"	"Derl3"	2.1565471615951	0.711205197076047	4.29510489647274	0.000533514900421868	0.0359434151461636	0.436837831465238	3.4621693854165	0.00346398934577186	0.0279595816372735	"derlin 3 [Source:RGD Symbol;Acc:1597373]"	"Epilepsy; atypical teratoid rhabdoid tumor; genetic disease; Schizophrenia; Coffin-Siris syndrome 3; agammaglobulinemia 2"
"10"	104656883	104757918	101036	"+"	19467	"ENSRNOG00000029658"	"303735"	"Rnf213"	3.43874270251362	-0.366524170123578	-6.3592683030654	8.62946944123672e-06	0.0131073795840166	-0.403650647194587	-3.05533236839863	0.00798273047668848	0.0461187623805364	"ring finger protein 213 [Source:RGD Symbol;Acc:1308168]"	"Stroke; Aortic Coarctation; patent foramen ovale; Pityriasis Rubra Pilaris; Epilepsy; Moyamoya Disease 2; Moyamoya Disease; genetic disease; anaplastic ependymoma; mucopolysaccharidosis type IIIA"
"8"	11693540	11704028	10489	"+"	3646	"ENSRNOG00000030318"	"140595"	"Gpr83"	5.53012774198317	0.927843482212537	4.11930802732455	0.000773443285963483	0.0410050577189772	0.613952164295217	4.46504707408499	0.000449197360452844	0.00965918854368869	"G protein-coupled receptor 83 [Source:RGD Symbol;Acc:619891]"	"genetic disease; Intellectual Disability"
"17"	61756067	62300831	544765	"-"	2798	"ENSRNOG00000030775"	"117088"	"Adarb2"	12.6673496516491	0.624862506588361	3.87218823687818	0.00130713677509004	0.0488833887246972	-0.362795744843938	-4.58075884161589	0.000356565039263144	0.00885213770580774	"adenosine deaminase, RNA-specific, B2 [Source:RGD Symbol;Acc:621519]"	"Parkinson's disease; genetic disease; substance-related disorder; Amenorrhea"
"8"	65917840	65932741	14902	"+"	2540	"ENSRNOG00000032339"	"315762"	"Rasl12"	1.49757533986039	-0.69219901368479	-4.60258374362423	0.000280154000996015	0.031627115193523	-0.872895180596966	-5.13437650148295	0.000120515342211443	0.00593973550934747	"RAS-like, family 12 [Source:RGD Symbol;Acc:1306268]"	"genetic disease; colorectal cancer; Diarrhea; nemaline myopathy 6; Primary Bile Acid Malabsorption 2; Bloom Syndrome"
"3"	122953196	123322392	369197	"+"	5479	"ENSRNOG00000033119"	"25031"	"Plcb4"	28.7182927984218	0.701867678250975	4.90770845062615	0.000149094839625646	0.0259561031521754	-0.329666525719381	-3.48778094724609	0.00328628721811012	0.0271389106351901	"phospholipase C, beta 4 [Source:RGD Symbol;Acc:3345]"	"Uveal Melanoma; Long QT Syndrome; prostate cancer; genetic disease; Auriculocondylar Syndrome 2; melanoma; developmental and epileptic encephalopathy 12; Alagille Syndrome; Auriculocondylar Syndrome; congenital myasthenic syndrome 18; Auriculocondylar Syndrome 1"
"15"	16607205	16630396	23192	"+"	4252	"ENSRNOG00000033261"	"361018"	"Fam107a"	66.446283244601	0.546442041510731	4.78735100466242	0.000191000049881994	0.027059154064138	0.3536211486926	4.45760182935513	0.000455942644976401	0.0097763755335484	"family with sequence similarity 107, member A [Source:RGD Symbol;Acc:1306327]"	"genetic disease; high grade glioma"
"20"	4026463	4085578	59116	"-"	13781	"ENSRNOG00000033581"	NA	"AABR07044388.2"	5.0542871175369	-0.560612172462078	-4.3594865559829	0.000465911542831995	0.0350650903497161	-0.887143386984805	-3.51675674533256	0.00309621740571797	0.0262463726102161	NA	""
"5"	166391080	166393904	2825	"-"	1931	"ENSRNOG00000036869"	"680723"	"Tmem88b"	16.9292341191166	-0.374074073189119	-5.04155494275924	0.000113403894323667	0.0254826368575065	-0.880683965741475	-4.08020372602299	0.000976745086925616	0.0143278813980274	"transmembrane protein 88B [Source:RGD Symbol;Acc:1588243]"	"Neurodevelopmental Disorders; Ehlers-Danlos syndrome spondylodysplastic type 2; Shprintzen-Goldberg Craniosynostosis; Joubert Syndrome 25; Goldberg-Shprintzen syndrome; idiopathic generalized epilepsy; Dilated Cardiomyopathy 1LL; Immunodeficiency 16; congenital myasthenic syndrome 8; chromosome 1p36 deletion syndrome; genetic disease; Peroxisome Biogenesis Disorder, Complementation Group 7; immunodeficiency 38"
"12"	46050413	46128578	78166	"-"	2972	"ENSRNOG00000037476"	"304571"	"Galnt9"	15.552013028126	0.852633746378878	3.91602690007596	0.0011907395301229	0.0472562376942837	0.705473441387197	4.15158285260942	0.000844933852160681	0.0133180705678308	"polypeptide N-acetylgalactosaminyltransferase 9 [Source:RGD Symbol;Acc:1311523]"	"genetic disease"
"1"	28615606	28630309	14704	"-"	4152	"ENSRNOG00000042309"	"292199"	"Kiaa0408L"	28.4462572903246	0.32438553514218	6.60157159260821	5.51076445269808e-06	0.0131073795840166	0.397874596888806	7.70387650295474	1.32769500377205e-06	0.00130488988958961	"Kiaa0408-like [Source:RGD Symbol;Acc:1307525]"	"genetic disease"
"2"	53236368	53384714	148347	"+"	3459	"ENSRNOG00000043094"	"690163"	"Oxct1"	53.3527688190085	0.396567721965367	4.11215212552274	0.000785254456143997	0.0410050577189772	0.266116147113992	4.3198029652126	0.000601337146301474	0.0112847709897048	"3-oxoacid CoA transferase 1 [Source:RGD Symbol;Acc:1584008]"	"obesity; Succinyl-CoA:3-oxoacid CoA transferase deficiency; type 2 diabetes mellitus; Neurodevelopmental Disorders; genetic disease; carbohydrate metabolic disorder; Burns; Osteoporosis; Experimental Diabetes Mellitus"
"3"	144279096	144323572	44477	"+"	4281	"ENSRNOG00000047028"	"83513"	"Mmp24"	10.4153776437708	0.278859935556752	4.29571973934216	0.000532824268962864	0.0359434151461636	0.384371056133506	4.35848793020413	0.000556283429115376	0.0108452549984361	"matrix metallopeptidase 24 [Source:RGD Symbol;Acc:620202]"	"Neoplasm Metastasis; genetic disease"
"18"	26817816	26822864	5049	"-"	4715	"ENSRNOG00000047085"	"685472"	"Lrrtm2"	24.6547532020484	0.568085351765653	3.93961845540132	0.00113248145700708	0.0458147704205187	0.327026282202213	5.11075639571217	0.0001261307913433	0.00608096627583403	"leucine rich repeat transmembrane neuronal 2 [Source:RGD Symbol;Acc:1593785]"	"Hereditary Neoplastic Syndromes; familial adenomatous polyposis 1; genetic disease; autosomal dominant intellectual developmental disorder 31; Neurodevelopmental Disorders; STING-associated vasculopathy with onset in infancy"
"9"	1917845	1925291	7447	"-"	2082	"ENSRNOG00000047505"	"29213"	"Tubb4a"	266.327495409204	-0.23765755067635	-4.62902253709457	0.000265158194894731	0.0314203058177387	-0.575577676435574	-4.17168503609787	0.000811187106171052	0.0131076539360792	"tubulin, beta 4A class IVa [Source:RGD Symbol;Acc:619730]"	"dystonia; torsion dystonia 4; demyelination; microcephaly; hypomyelinating leukodystrophy 6; mucolipidosis type IV; Cerebral Palsy; Developmental Disabilities; Medulloblastoma; genetic disease; tremors; demyelinating disease; Nervous System Malformations"
"6"	40062926	40080613	17688	"+"	3205	"ENSRNOG00000050197"	"286906"	"Pdia6"	36.2926824357818	0.30725575692096	4.07594162001676	0.000847880233872819	0.0418274024114561	0.414294260220436	6.40625598727224	1.15660837902666e-05	0.00280066852127208	"protein disulfide isomerase family A, member 6 [Source:RGD Symbol;Acc:628688]"	"genetic disease; Kidney mass; Kidney mass"
"7"	113361148	113372688	11541	"-"	4235	"ENSRNOG00000050500"	"315159"	"Tob2"	9.51349978921315	-0.348087745290347	-4.34115025068227	0.000484227098989134	0.0354369973068898	-0.337352477989002	-3.27014980928334	0.00514014925629777	0.0349940541195476	"transducer of ERBB2, 2 [Source:RGD Symbol;Acc:1359722]"	"adenylosuccinase lyase deficiency; Vitiligo; Common Variable Immunodeficiency 4; genetic disease"
"6"	25077349	25080675	3327	"+"	2336	"ENSRNOG00000051056"	NA	"AABR07063279.1"	28.3166167676734	0.509902895168395	4.07398543449839	0.000851403827012688	0.0418274024114561	0.367837229633573	3.79059577494898	0.0017645064573369	0.0193828888160322	"fibronectin type III domain containing 4 [Source:RGD Symbol;Acc:6496095]"	"Short-Rib Thoracic Dysplasia 10 with or without Polydactyly; lipid storage disease; genetic disease; TATTON-BROWN-RAHMAN SYNDROME"
"1"	77546900	77558630	11731	"+"	2823	"ENSRNOG00000052256"	"499088"	"Dact3"	34.8436808600184	-0.257610154378399	-3.99405057948819	0.00100878896808093	0.0445684803503041	0.298837694656896	4.70386040641164	0.000279311721606533	0.00793367139687858	"dishevelled-binding antagonist of beta-catenin 3 [Source:RGD Symbol;Acc:1563892]"	"Long QT Syndrome 1; Polycystic Ovary Syndrome; Intellectual Disability; genetic disease; Walker-Warburg Syndrome"
"4"	43972507	44052161	79655	"+"	3503	"ENSRNOG00000053787"	"362325"	"Mdfic"	2.66860329263763	-0.949428899675576	-4.4314374645402	0.000400591060042611	0.0342234729981782	-0.734736162514063	-3.46915908267134	0.0034145598976004	0.0277213152425206	"MyoD family inhibitor domain containing [Source:RGD Symbol;Acc:1309532]"	"Pleomorphic Xanthoastrocytoma; central conducting lymphatic anomaly; Lymphatic Malformation 12; genetic disease"
"9"	49344781	49416900	72120	"+"	7030	"ENSRNOG00000056246"	"24398"	"Gls"	59.850228467607	0.288485472450439	4.35008020719745	0.000475217546109986	0.035382742155779	0.315404473285885	7.8800651607499	1.00664036485474e-06	0.00130488988958961	"glutaminase [Source:RGD Symbol;Acc:2707]"	"Spontaneous Abortions; Neurodevelopmental Disorders; IMMUNODEFICIENCY 31B; developmental and epileptic encephalopathy 71; genetic disease; Infantile Cataract, Skin Abnormalities, Glutamate Excess, and Impaired Intellectual Development; Lymphangioleiomyomatosis; Osteoarthritis; Global Developmental Delay, Progressive Ataxia, and Elevated Glutamine; Experimental Liver Cirrhosis; Tracheoesophageal Fistula"
"10"	60475897	60496773	20877	"+"	2732	"ENSRNOG00000056954"	"287533"	"Inpp5k"	13.8735952004065	0.451194492444525	4.1776574578703	0.000683605539719605	0.0395213887807445	0.235358604901773	3.58911476116197	0.00266829381386558	0.0240986003156151	"inositol polyphosphate-5-phosphatase K [Source:RGD Symbol;Acc:1359130]"	"congenital muscular dystrophy with cataracts and intellectual disability; genetic disease"
"20"	3044320	3064468	20149	"+"	3844	"ENSRNOG00000057125"	"25678"	"Ddr1"	29.0603278818143	-0.24885649969177	-4.169155533414	0.00069600683858861	0.0398713832377963	-0.507345335875794	-4.07216112728162	0.000992852563887927	0.0144752012543102	"discoidin domain receptor tyrosine kinase 1 [Source:RGD Symbol;Acc:2252]"	"Idiopathic Pulmonary Fibrosis; skin melanoma; Kidney Reperfusion Injury; Oral Squamous Cell Carcinoma; ovarian cancer; Lymphatic Metastasis; Neoplasm Metastasis; Metabolic Syndrome; Prostatic Neoplasms; Experimental Neoplasms; breast carcinoma; Osteosarcoma; Alzheimer's Disease; abnormal cutaneous collagen fibril morphology; alcoholic hepatitis; JMP syndrome; alcoholic liver cirrhosis; Experimental Mammary Neoplasms; lung metastasis; abnormal wound healing; Lung Neoplasms; lung non-small cell carcinoma; Megacolon; hepatocellular carcinoma; high grade glioma; colorectal cancer; pancreatic cancer; genetic disease; Liver Metastasis; clear cell renal cell carcinoma; breast cancer; Adenocarcinoma; congestive heart failure; uterus morphology trait"
"6"	129702383	129707268	4886	"-"	2657	"ENSRNOG00000059714"	"299331"	"Hsp90aa1"	352.058394275967	0.351827954044406	6.51740052347968	6.43392680056182e-06	0.0131073795840166	0.473802266578509	5.36765056831087	7.71519755445543e-05	0.00497283472531799	"heat shock protein 90 alpha family class A member 1 [Source:RGD Symbol;Acc:631409]"	"Breast Neoplasms; Frontotemporal Lobar Degeneration; Charcot-Marie-Tooth disease axonal type 2O; rheumatoid arthritis; Ductal Carcinoma; Alzheimer's Disease; Neurodevelopmental Disorders; portal hypertension; Neoplasm Metastasis; human immunodeficiency virus infectious disease; Knee Osteoarthritis; genetic disease; colon cancer; intrahepatic cholangiocarcinoma; Cognitive Dysfunction; anaplastic large cell lymphoma; Experimental Diabetes Mellitus; contact dermatitis"
