"chr"	"start"	"end"	"width"	"strand"	"Length"	"ensemblID"	"EntrezID"	"Symbol"	"meanExprs"	"logFC"	"t"	"P.Value"	"adj.P.Val"	"gene_description"	"associated_phenotypes"
"1"	80792000	80807714	15715	"-"	1942	"ENSRNOG00000046112"	"687118"	"Dedd2"	9.94710404332438	0.355910344790238	4.36177209058689	0.000552621094902688	0.0108117017021477	"death effector domain containing 2 [Source:RGD Symbol;Acc:1588968]"	"Carpenter Syndrome 2; Maple Syrup Urine Disease; syndromic intellectual disability; Schizophrenia; genetic disease; congenital hypoplastic anemia; craniosynostosis; Diamond-Blackfan Anemia"
"2"	219236952	219266107	29156	"-"	2355	"ENSRNOG00000023322"	"362040"	"Ostc"	10.0605871228789	0.369340731393716	4.36106363276238	0.000553409042033761	0.0108144541219884	"oligosaccharyltransferase complex non-catalytic subunit [Source:RGD Symbol;Acc:1560708]"	"genetic disease"
"3"	136133428	136179345	45918	"-"	3558	"ENSRNOG00000004753"	"499903"	"Napb"	137.162571324494	0.375443000716825	4.35937766582735	0.000555288796537068	0.0108385107623146	"NSF attachment protein beta [Source:RGD Symbol;Acc:1589649]"	"Alzheimer's Disease; developmental and epileptic encephalopathy 1; Down Syndrome; prostate cancer; Developmental and Epileptic Encephalopathy 107; genetic disease"
"3"	144279096	144323572	44477	"+"	4281	"ENSRNOG00000047028"	"83513"	"Mmp24"	10.4153776437708	0.384371056133506	4.35848793020413	0.000556283429115376	0.0108452549984361	"matrix metallopeptidase 24 [Source:RGD Symbol;Acc:620202]"	"genetic disease; Neoplasm Metastasis"
"15"	34778473	34905114	126642	"+"	5559	"ENSRNOG00000013707"	"305938"	"Spata13"	7.442745905253	-0.552260386243801	-4.35730802916177	0.000557605245815465	0.0108583548334321	"spermatogenesis associated 13 [Source:RGD Symbol;Acc:1307364]"	"Schizophrenia; genetic disease"
"14"	77511901	77517996	6096	"+"	2044	"ENSRNOG00000006033"	"171569"	"Spon2"	1.95541634084349	-0.54904223371344	-4.35635371397518	0.00055867669161148	0.0108665543229856	"spondin 2 [Source:RGD Symbol;Acc:708584]"	"Cherubism; Prostatic Neoplasms; abnormal vascular wound healing; Neointima; genetic disease; Carotid Artery Injuries"
"8"	73177810	73214261	36452	"-"	1890	"ENSRNOG00000059702"	"300822"	"Tex9"	6.19759361729169	-0.357628020810366	-4.35501431645583	0.000560184034022778	0.0108832033028518	"testis expressed 9 [Source:RGD Symbol;Acc:1304772]"	"colorectal cancer; Visceral Heterotaxy 9, Autosomal; Bloom Syndrome; genetic disease"
"7"	53423130	53456370	33241	"-"	2851	"ENSRNOG00000007048"	"171337"	"Rap1b"	27.8378184646791	0.28991508483562	4.3481657093161	0.000567956589468266	0.0110213922146757	"RAP1B, member of RAS oncogene family [Source:RGD Symbol;Acc:620577]"	"Experimental Diabetes Mellitus"
"4"	71201038	71210228	9191	"-"	4020	"ENSRNOG00000017149"	"500102"	"Fam131b"	32.7863738765401	0.267556417664723	4.34643315629067	0.000569940290911297	0.0110470561259234	"family with sequence similarity 131, member B [Source:RGD Symbol;Acc:1560653]"	"genetic disease; Myotonia; myotonia congenita, autosomal recessive; Thomsen disease"
"15"	28072781	28077440	4660	"-"	916	"ENSRNOG00000013386"	"29425"	"Psmb5"	53.3990855077813	0.275546460602329	4.34416406667974	0.000572549017231521	0.0110847612745125	"proteasome 20S subunit beta 5 [Source:RGD Symbol;Acc:61879]"	"Lysinuric Protein Intolerance; Specific Granule Deficiency; Myocardial Ischemia; brain-lung-thyroid syndrome; genetic disease"
"9"	75495814	75703225	207412	"-"	7592	"ENSRNOG00000014182"	"301509"	"Tns1"	7.65798727176057	-0.532300453278729	-4.34341587801792	0.000573411866758235	0.0110886174418942	"tensin 1 [Source:RGD Symbol;Acc:68427]"	"genetic disease; Neurodevelopmental Disorders"
"1"	205498084	205517450	19367	"+"	3953	"ENSRNOG00000018086"	"83500"	"Slc22a8"	3.06528807871179	-0.894896609488252	-4.33988090988057	0.000577506577147315	0.0111047206122411	"solute carrier family 22 member 8 [Source:RGD Symbol;Acc:632286]"	"fatty liver disease; Chemical and Drug Induced Liver Injury; Experimental Liver Cirrhosis; Liver Cirrhosis; leukocyte adhesion deficiency 3; Intellectual Disability; genetic disease; human influenza"
"8"	110459383	110505252	45870	"+"	4327	"ENSRNOG00000020891"	"501059"	"Kif9"	3.19657590529529	-0.553569716550542	-4.34188320164019	0.000575183578836179	0.0111047206122411	"kinesin family member 9 [Source:RGD Symbol;Acc:1565187]"	"genetic disease; Luscan-Lumish Syndrome; Progressive Microcephaly with Seizures and Cerebral and Cerebellar Atrophy"
"1"	79415017	79429403	14387	"-"	2808	"ENSRNOG00000029399"	"78958"	"Bcam"	5.54534195252985	-0.381863711405914	-4.33982828103387	0.00057756776466588	0.0111047206122411	"basal cell adhesion molecule (Lutheran blood group) [Source:RGD Symbol;Acc:68378]"	"genetic disease"
"8"	19181615	19185217	3603	"+"	2381	"ENSRNOG00000069661"	"500954"	"Ubl5"	16.0996205124562	0.339305404875255	4.3410081032034	0.000576197664810871	0.0111047206122411	"ubiquitin-like 5 [Source:RGD Symbol;Acc:1564644]"	"Autistic Disorder; genetic disease"
"18"	30250613	30322311	71699	"+"	4776	"ENSRNOG00000013562"	"291609"	"Ndfip1"	69.0106243009347	0.312417978501048	4.3408523770965	0.000576378315495696	0.0111047206122411	"Nedd4 family interacting protein 1 [Source:RGD Symbol;Acc:1310053]"	"Neurodevelopmental Disorders; Stroke; familial adenomatous polyposis 1; Hereditary Neoplastic Syndromes; genetic disease"
"2"	16840837	16843760	2924	"-"	1376	"ENSRNOG00000030237"	"100188937"	"Cox7c"	42.4627449087397	0.39550490055141	4.33680616765809	0.000581092477408744	0.0111379359121804	"cytochrome c oxidase subunit 7C [Source:RGD Symbol;Acc:2300145]"	"Neurodevelopmental Disorders; Alzheimer's Disease; obesity"
"3"	58216423	58270275	53853	"-"	4810	"ENSRNOG00000018485"	"311730"	"Gpr155"	11.8765988169775	0.256586580499449	4.33663292628304	0.00058129519484207	0.0111379359121804	"G protein-coupled receptor 155 [Source:RGD Symbol;Acc:1309162]"	"split hand-foot malformation 5; genetic disease; Hepatomegaly; Autistic Disorder"
"1"	43727794	43804977	77184	"+"	4894	"ENSRNOG00000016919"	"245926"	"Scaf8"	25.7359641245636	-0.186392458910006	-4.33707976918461	0.000580772471195836	0.0111379359121804	"SR-related CTD-associated factor 8 [Source:RGD Symbol;Acc:708362]"	"Autism Spectrum Disorder; genetic disease"
"8"	19160352	19183607	23256	"-"	18462	"ENSRNOG00000064355"	"313782"	"Fbxl12"	4.80925764934355	-0.570191498313678	-4.33437255788435	0.00058394678323481	0.0111605011814679	"F-box and leucine-rich repeat protein 12 [Source:RGD Symbol;Acc:1305528]"	"genetic disease; Autistic Disorder"
"10"	83728318	83735705	7388	"-"	3430	"ENSRNOG00000009329"	"252917"	"Nr1d1"	14.4752477459458	-0.524095416661538	-4.33392199024365	0.000584476809539408	0.0111605011814679	"nuclear receptor subfamily 1, group D, member 1 [Source:RGD Symbol;Acc:628827]"	"Chemical and Drug Induced Liver Injury; alcoholic liver cirrhosis; Cholestasis; congenital nongoitrous hypothyroidism 6; hypertrophic cardiomyopathy 25; genetic disease; brain small vessel disease; Hypothyroidism; portal hypertension; fatty liver disease; type 2 diabetes mellitus; Hyperthyroidism"
"2"	93095498	93100312	4815	"+"	3353	"ENSRNOG00000062882"	"155437"	"Hey1"	7.96094300160276	0.288196491291437	4.33505514519704	0.000583144755302154	0.0111605011814679	"hes-related family bHLH transcription factor with YRPW motif 1 [Source:RGD Symbol;Acc:621403]"	"Autism Spectrum Disorder; pulmonary hypertension; genetic disease; Carotid Artery Injuries; hemangiopericytoma; amyotrophic lateral sclerosis; glioblastoma; pancreatic ductal carcinoma; Hemangioblastoma; Primitive Neuroectodermal Tumors; Diabetes Mellitus; Breast Neoplasms; Ureteral Obstruction; Lung Neoplasms; malignant astrocytoma; Oligodendroglioma; Atherosclerosis"
"4"	57871110	57874557	3448	"+"	1505	"ENSRNOG00000070930"	"100361568"	"Hilpda"	2.58145558681734	0.516508104091004	4.3306695740467	0.000588317404123454	0.0111703180762054	"hypoxia inducible lipid droplet-associated [Source:RGD Symbol;Acc:2319900]"	"colorectal cancer; Lung Neoplasms; hepatocellular carcinoma; genetic disease; lung metastasis; Pleomorphic Xanthoastrocytoma"
"4"	79651378	79654054	2677	"-"	1882	"ENSRNOG00000010452"	"25309"	"Cycs"	44.0525576105763	0.398409899654824	4.33065579750296	0.000588333726781226	0.0111703180762054	"cytochrome c, somatic, pseudogene 9 [Source:RGD Symbol;Acc:2322845]"	""
"6"	105483191	105700934	217744	"+"	5510	"ENSRNOG00000009318"	"299208"	"Ttll5"	20.9706477081104	-0.370120041318351	-4.33172466645434	0.000587068688074343	0.0111703180762054	"tubulin tyrosine ligase like 5 [Source:RGD Symbol;Acc:1563583]"	"genetic disease; Cone-Rod Dystrophy 19; retinitis pigmentosa; cone-rod dystrophy; Choroidal sclerosis; fundus dystrophy; Intellectual Disability; juvenile rheumatoid arthritis"
"3"	21110679	21179933	69255	"-"	12915	"ENSRNOG00000009196"	"311909"	"Rc3h2"	20.6342823438499	0.215737527159651	4.33233440812644	0.000586348285418433	0.0111703180762054	"ring finger and CCCH-type domains 2 [Source:RGD Symbol;Acc:1304833]"	"genetic disease"
"19"	10180100	10195503	15404	"+"	4211	"ENSRNOG00000016234"	"307649"	"Ciapin1"	11.2447415828918	0.203963492942582	4.33124036308036	0.000587641531111971	0.0111703180762054	"cytokine induced apoptosis inhibitor 1 [Source:RGD Symbol;Acc:1549737]"	"Bardet-Biedl Syndrome; early infantile epileptic encephalopathy; developmental and epileptic encephalopathy; genetic disease"
"8"	49441984	49460071	18088	"+"	2604	"ENSRNOG00000008058"	"266681"	"Tmprss5"	3.84567477265908	-0.93198480964489	-4.32727128276324	0.000592357801557162	0.0112085097943568	"transmembrane serine protease 5 [Source:RGD Symbol;Acc:628625]"	"genetic disease; Chromosome 11, Partial Trisomy 11q; Intellectual Disability"
"5"	13161648	13225560	63913	"-"	7227	"ENSRNOG00000006833"	"312927"	"Rb1cc1"	29.1185197624127	0.232956302640022	4.32783940408974	0.000591680365825907	0.0112085097943568	"RB1-inducible coiled-coil 1 [Source:RGD Symbol;Acc:1309346]"	"Breast Neoplasms; breast cancer; Autistic Disorder; Breast Cancer, Familial; genetic disease; Schizophrenia; Breast Adenocarcinoma"
"8"	57922290	57933781	11492	"+"	1734	"ENSRNOG00000018816"	"252934"	"Cox5a"	34.8827475021907	0.228702738571632	4.32764424536723	0.000591912986508818	0.0112085097943568	"cytochrome c oxidase subunit 5A [Source:RGD Symbol;Acc:620607]"	"genetic disease; Schizophrenia; colorectal cancer; Mitochondrial Complex IV Deficiency, Nuclear Type 20; Bloom Syndrome"
"1"	34825894	34850138	24245	"-"	1041	"ENSRNOG00000047406"	"361192"	"RGD1308544"	4.76883816830985	0.577699530809012	4.32558020463707	0.000594378959333293	0.0112340312811546	"cilia and flagella associated protein 90 [Source:RGD Symbol;Acc:1308544]"	""
"10"	83434710	83436488	1779	"-"	1349	"ENSRNOG00000007227"	"360617"	"Mien1"	11.9113173507134	0.338528982903212	4.32452399292185	0.000595644904318532	0.0112361357981238	"migration and invasion enhancer 1 [Source:RGD Symbol;Acc:1306682]"	"genetic disease; hypertrophic cardiomyopathy 25"
"16"	17603946	17607398	3453	"-"	1293	"ENSRNOG00000066630"	"498600"	"Fam32a"	33.3956140033304	0.250702675358714	4.32436533288273	0.000595835307465748	0.0112361357981238	"family with sequence similarity 32, member A [Source:RGD Symbol;Acc:1561287]"	"genetic disease"
"2"	91935414	92030033	94620	"+"	12215	"ENSRNOG00000067004"	"NULL"	NA	2.89674553316842	-0.76389392286168	-4.32338785458019	0.000597009721929393	0.011245590117245	NA	""
"6"	27838802	27848653	9852	"-"	1242	"ENSRNOG00000047143"	"58950"	"Fkbp1b"	11.84713397372	0.48761167732372	4.32145093439917	0.000599343869955082	0.0112768438955062	"FKBP prolyl isomerase 1B [Source:RGD Symbol;Acc:61835]"	"Ventricular Fibrillation; Spinal Cord Injuries; Graves Disease; Cardiac Arrhythmias; congestive heart failure; genetic disease; cardiomyopathy; catecholaminergic polymorphic ventricular tachycardia"
"16"	74647153	74738173	91021	"-"	5569	"ENSRNOG00000012561"	"306618"	"Arhgef10"	11.5081015369502	-0.568361529691621	-4.31887146217804	0.000602466825641409	0.0112847709897048	"Rho guanine nucleotide exchange factor 10 [Source:RGD Symbol;Acc:1565043]"	"myopathy; neuronal ceroid lipofuscinosis; axonal neuropathy; Slowed Nerve Conduction Velocity, Autosomal Dominant; Charcot-Marie-Tooth Disease; genetic disease; Autism Spectrum Disorder"
"2"	53236368	53384714	148347	"+"	3459	"ENSRNOG00000043094"	"690163"	"Oxct1"	53.3527688190085	0.266116147113992	4.3198029652126	0.000601337146301474	0.0112847709897048	"3-oxoacid CoA transferase 1 [Source:RGD Symbol;Acc:1584008]"	"carbohydrate metabolic disorder; genetic disease; obesity; Osteoporosis; Experimental Diabetes Mellitus; type 2 diabetes mellitus; Neurodevelopmental Disorders; Burns; Succinyl-CoA:3-oxoacid CoA transferase deficiency"
"3"	14979853	15083065	103213	"+"	6158	"ENSRNOG00000047356"	"311860"	"Abl1"	14.9009678851681	-0.252204577842786	-4.31891309929292	0.00060241628402628	0.0112847709897048	"ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:RGD Symbol;Acc:1584969]"	"acute lymphoblastic leukemia; Musculoskeletal Abnormalities; Breast Neoplasms; stomach cancer; Esophageal Neoplasms; Ureteral Obstruction; Osteoporosis; Alzheimer's Disease; Liver Neoplasms; genetic disease; depressive disorder; Experimental Neoplasms; Adenocarcinoma; congenital heart disease; Niemann-Pick disease; lung non-small cell carcinoma; Failure to Thrive; Neurodevelopmental Disorders; Memory Disorders; head and neck squamous cell carcinoma; autosomal recessive limb-girdle muscular dystrophy type 2K; acute myeloid leukemia; Myeloid Leukemia, Chronic-Phase; esophagus adenocarcinoma; microcephaly; bone development disease; Citrullinemia; Parkinson's disease; B-lymphoblastic leukemia/lymphoma; Carcinogenesis; CONGENITAL HEART DEFECTS AND SKELETAL MALFORMATIONS SYNDROME; hepatocellular carcinoma; Acute Lymphoblastic Leukemia, with Lymphomatous Features; Oral Squamous Cell Carcinoma; colorectal cancer; chronic myelogenous leukemia, BCR-ABL1 positive; Niemann-Pick disease type C1; primary coenzyme Q10 deficiency 7; chronic myeloid leukemia; pre-malignant neoplasm"
"10"	45379515	45394094	14580	"+"	4323	"ENSRNOG00000003948"	"54265"	"Llgl1"	17.7675833643264	-0.238330043800088	-4.32052499271031	0.000600462996741034	0.0112847709897048	"LLGL scribble cell polarity complex component 1 [Source:RGD Symbol;Acc:3012]"	"Common Variable Immunodeficiency 2; genetic disease; Birt-Hogg-Dube syndrome; Breast Neoplasms; Autistic Disorder; Potocki-Lupski Syndrome; Hydrocephalus; Joubert Syndrome 1"
"13"	49327260	49332271	5012	"+"	5012	"ENSRNOG00000071154"	"NULL"	NA	0.25828903535097	-1.62617217246297	-4.31388216967548	0.000608554586294991	0.0113657653101988	NA	""
"5"	67614036	67669700	55665	"+"	3204	"ENSRNOG00000010332"	"313211"	"Nipsnap3b"	3.39373652808782	0.437500290212388	4.31455840956684	0.000607725795361897	0.0113657653101988	"nipsnap homolog 3A (C. elegans) [Source:RGD Symbol;Acc:1583223]"	"genetic disease"
"7"	133451453	133456516	5064	"+"	1139	"ENSRNOG00000012985"	"300257"	"Pfdn5"	25.6477510878369	0.373701830297467	4.3131021896277	0.000609511953431778	0.0113657653101988	"prefoldin subunit 5 [Source:RGD Symbol;Acc:1311436]"	""
"2"	183544499	183552785	8287	"-"	1871	"ENSRNOG00000021170"	"310674"	"Plekho1"	7.24948351381503	0.362235199968309	4.31355491795134	0.000608956076167368	0.0113657653101988	"pleckstrin homology domain containing O1 [Source:RGD Symbol;Acc:1311487]"	"parathyroid carcinoma; genetic disease; IMMUNODEFICIENCY 42; MHC class II deficiency; severe congenital neutropenia 3; Bipolar Disorder; severe congenital neutropenia 5; gastrointestinal stromal tumor"
"4"	124869552	125214824	345273	"-"	8020	"ENSRNOG00000012364"	"312563"	"Prickle2"	36.7278022275091	0.260636254974449	4.30922267928271	0.000614296662395929	0.0114422169847393	"prickle planar cell polarity protein 2 [Source:RGD Symbol;Acc:1306723]"	"benign epilepsy with centrotemporal spikes; Liver Neoplasms; progressive myoclonus epilepsy 5; Epilepsy; autosomal dominant intellectual developmental disorder; genetic disease; Sensory Ataxic Neuropathy, Dysarthria, and Ophthalmoparesis; Myoclonic Epilepsies; pre-malignant neoplasm; progressive myoclonus epilepsy"
"10"	105758410	105762913	4504	"+"	1563	"ENSRNOG00000036695"	"303746"	"Mrpl12"	15.3649559871937	0.39684773550583	4.30685786761756	0.000617232049634997	0.0114713160014478	"mitochondrial ribosomal protein L12 [Source:RGD Symbol;Acc:1588559]"	"combined oxidative phosphorylation deficiency 45; Animal Disease Models; genetic disease; lung adenocarcinoma"
"18"	52539917	52554461	14545	"+"	2080	"ENSRNOG00000022429"	"291580"	"Minar2"	34.9815361881879	-0.277103584896836	-4.30725786120221	0.000616734542072556	0.0114713160014478	"membrane integral NOTCH2 associated receptor 2 [Source:RGD Symbol;Acc:1312005]"	"familial adenomatous polyposis 1; Parkinson's disease; Autosomal Recessive Nonsyndromic Deafness 120; Neurodevelopmental Disorders; Hereditary Neoplastic Syndromes"
"8"	116309882	117625423	1315542	"-"	3698	"ENSRNOG00000025881"	"680726"	"Rbms3"	9.67512756044847	-0.41329070627666	-4.3062202734197	0.00061802592957498	0.0114733080348208	"RNA binding motif, single stranded interacting protein 3 [Source:RGD Symbol;Acc:1588240]"	"genetic disease; Exfoliation Syndrome"
"3"	22753253	22756243	2991	"-"	1682	"ENSRNOG00000014272"	"296709"	"Rpl35"	42.5250409365494	0.360973570069499	4.3050812185755	0.000619446783185384	0.0114846310098052	"ribosomal protein L35 [Source:RGD Symbol;Acc:1303007]"	"Diamond-Blackfan Anemia 19; genetic disease"
"13"	71429961	71538890	108930	"+"	2055	"ENSRNOG00000042492"	"360860"	"Cop1"	30.8269204235249	0.258535242911977	4.30452675756237	0.000620139622704125	0.0114846310098052	"COP1, E3 ubiquitin ligase [Source:RGD Symbol;Acc:1304773]"	"Autistic Disorder; parathyroid carcinoma; 1q24 Deletion Syndrome; abnormal circadian regulation of systemic arterial blood pressure; Antithrombin III Deficiency; salt-sensitive hypertension; gastrointestinal stromal tumor; genetic disease"
"2"	102484574	102526047	41474	"-"	3957	"ENSRNOG00000031406"	"310288"	"Hps3"	8.49166117918873	0.25342848596752	4.30408038145175	0.00062069797712797	0.0114846310098052	"HPS3, biogenesis of lysosomal organelles complex 2 subunit 1 [Source:RGD Symbol;Acc:1310548]"	"Hermansky-Pudlak Syndrome 3; prostate cancer; hemorrhagic disease; aceruloplasminemia; Hermansky-Pudlak syndrome; Neurodegeneration with brain iron accumulation; Hermansky-Pudlak Syndrome 2; genetic disease; platelet storage pool deficiency; Glycogen Storage Disease XV"
"3"	18585172	18638402	53231	"+"	3568	"ENSRNOG00000018991"	"296654"	"Gsn"	31.4839668265251	-0.793978764494836	-4.30282602344936	0.000622269754001337	0.011488268563375	"gelsolin [Source:RGD Symbol;Acc:1303089]"	"Amyloidosis; middle cerebral artery infarction; pulmonary artery disease; Weight Gain; Familial Amyloidosis; Thromboembolism; genetic disease; Basal Ganglia Hemorrhage; Arterial Thrombosis; Postoperative Atrial Fibrillation; Acute Liver Failure; Cerebral Infarction; Pre-Eclampsia; Osteoporosis; Cardiomegaly; gas gangrene; Finnish type amyloidosis; Myocardial Infarction; PRETERM INTRAVENTRICULAR HEMORRHAGE; rheumatic myocarditis; Subarachnoid Hemorrhage; Paratuberculosis; Atrial Fibrillation; Hypothyroidism; Aortic Calcification; Mesothelioma; Brain Hypoxia-Ischemia; Acute Coronary Syndrome; Sepsis; Experimental Mammary Neoplasms; lung disease; Experimental Liver Cirrhosis; Ventricular Remodeling; Chemical and Drug Induced Liver Injury; Brain Injuries; Metabolic Syndrome"
"3"	21337855	21414949	77095	"-"	3520	"ENSRNOG00000010150"	"84476"	"Strbp"	68.4479654271767	0.192115592247691	4.30285636935214	0.00062223168105388	0.011488268563375	"spermatid perinuclear RNA binding protein [Source:RGD Symbol;Acc:620673]"	"Animal Disease Models; lung adenocarcinoma; genetic disease"
"11"	40712022	40737937	25916	"+"	1699	"ENSRNOG00000001689"	"363760"	"Arl6"	21.3226838197651	0.26534463922327	4.30167272169528	0.000623718487913483	0.0115023051832875	"ADP-ribosylation factor like GTPase 6 [Source:RGD Symbol;Acc:1305535]"	"Eye Abnormalities; retinitis pigmentosa; cone-rod dystrophy; Bardet-Biedl Syndrome 3; Bardet-Biedl Syndrome; genetic disease; Retinitis Pigmentosa 55; Bardet-Biedl syndrome 1"
"13"	47395595	47437879	42285	"-"	8924	"ENSRNOG00000026087"	"304823"	"Igfn1"	0.233117571229032	-1.36600558601268	-4.29515668754366	0.000631968619342636	0.0115362735508102	"immunoglobulin-like and fibronectin type III domain containing 1 [Source:RGD Symbol;Acc:1565384]"	"gastrointestinal stromal tumor; Hypokalemic Periodic Paralysis, Type 1; parathyroid carcinoma; genetic disease; Familial Adult Myoclonic Epilepsy, 5"
"10"	14260269	14273019	12751	"-"	3710	"ENSRNOG00000017893"	"106146145"	"Baiap3"	24.1886527844857	-0.96121052150269	-4.29642380357513	0.000630355607744955	0.0115362735508102	"BAI1-associated protein 3 [Source:RGD Symbol;Acc:10059729]"	"genetic disease; Epilepsy; Tuberous Sclerosis 2; idiopathic generalized epilepsy; Long QT Syndrome; short-rib thoracic dysplasia 9 with or without polydactyly"
"5"	131374542	131408728	34187	"+"	3450	"ENSRNOG00000019484"	"116509"	"Slc6a9"	33.580677788493	-0.578427944268276	-4.29529243948337	0.000631795608679837	0.0115362735508102	"solute carrier family 6 member 9 [Source:RGD Symbol;Acc:621243]"	"early infantile epileptic encephalopathy; GLYCINE ENCEPHALOPATHY WITH NORMAL SERUM GLYCINE; Charcot-Marie-Tooth disease dominant intermediate C; prostate cancer; amphetamine abuse; developmental and epileptic encephalopathy; glycine encephalopathy; genetic disease"
"10"	63438222	63589730	151509	"-"	4918	"ENSRNOG00000008704"	"303330"	"Tmem97"	12.9011811314765	0.42192362873616	4.29482323807392	0.000632393793296068	0.0115362735508102	"transmembrane protein 97 [Source:RGD Symbol;Acc:1307423]"	"genetic disease"
"15"	3918615	3921656	3042	"+"	1687	"ENSRNOG00000006898"	"688912"	"Mrps16"	8.65973733834938	0.400413928243928	4.29735350547207	0.000629174790838449	0.0115362735508102	"mitochondrial ribosomal protein S16 [Source:RGD Symbol;Acc:1582995]"	"combined oxidative phosphorylation deficiency; Combined Oxidative Phosphorylation Deficiency 2; genetic disease"
"7"	9124332	9130762	6431	"+"	1446	"ENSRNOG00000018212"	"299617"	"Abhd17a"	31.8907301093859	0.305322608206312	4.29554281519656	0.000631476641215148	0.0115362735508102	"abhydrolase domain containing 17A, depalmitoylase [Source:RGD Symbol;Acc:1359682]"	"genetic disease; cyclic hematopoiesis; progressive myoclonus epilepsy 9; Neurodevelopmental Disorders"
"2"	233641932	233674846	32915	"+"	1450	"ENSRNOG00000055257"	"113922"	"Selenof"	81.2250262706501	0.284697891409528	4.29800383640699	0.00062835014626704	0.0115362735508102	"selenoprotein F [Source:RGD Symbol;Acc:621291]"	"genetic disease"
"14"	33005839	33054335	48497	"-"	6648	"ENSRNOG00000002244"	"25267"	"Pdgfra"	19.8603346955084	-0.247440760142476	-4.29694643034417	0.000629691539898872	0.0115362735508102	"platelet derived growth factor receptor alpha [Source:RGD Symbol;Acc:3284]"	"Seminoma; gastrointestinal stromal tumor; pancreatic cancer; melanoma; myeloid sarcoma; brain stem glioma; Endometrioid Carcinomas; Craniopharyngioma; Experimental Liver Cirrhosis; spina bifida; Cleft Palate; Medulloblastoma; Stroke; myeloid leukemia; Uterine Neoplasms; prostate adenocarcinoma; Fetal Death; lung squamous cell carcinoma; colon carcinoma; myeloproliferative neoplasm; Experimental Autoimmune Encephalomyelitis; Brain Injuries; Pulmonary Fibrosis; Leukemia; Neointima; isolated cleft palate; chronic ulcer of skin; Diabetic Nephropathies; Hypereosinophilic Syndrome; hypertension; Eosinophilia; Oligohydramnios; breast carcinoma; in situ carcinoma; Leydig Cell Tumor; Sciatic Neuropathy; Hereditary Neoplastic Syndromes; Kidney Reperfusion Injury; ovarian cancer; Hyperoxia; Craniofacial Abnormalities; renal cell carcinoma; Multiple Polyps and Recurrent Inflammatory Fibroid, Gastrointestinal; Experimental Colitis; Respiratory System Abnormalities; genetic disease; scimitar syndrome; T-cell acute lymphoblastic leukemia; congenital disorder of glycosylation type IIk; middle cerebral artery infarction; Germ Cell and Embryonal Neoplasms; B-lymphoblastic leukemia/lymphoma; lung disease; Ovarian Neoplasms; Pdgfra-Associated Chronic Eosinophilic Leukemia; congestive heart failure; lung sarcomatoid carcinoma; mesenchymal chondrosarcoma; Chronic Allograft Nephropathy; congenital diaphragmatic hernia"
"6"	47903914	47924795	20882	"-"	3143	"ENSRNOG00000006364"	"298942"	"Dld"	39.320238468098	0.238058275171043	4.29476735199461	0.000632465080951767	0.0115362735508102	"dihydrolipoamide dehydrogenase [Source:RGD Symbol;Acc:735073]"	"Leigh Disease; Pleomorphic Xanthoastrocytoma; pyruvate decarboxylase deficiency; Maple Syrup Urine Disease; genetic disease; Congenital Infantile Lactic Acidosis due to LAD Deficiency; Lissencephaly 5; Subacute Necrotizing Encephalopathy of Leigh, Infantile"
"12"	39477568	39499628	22061	"+"	2495	"ENSRNOG00000001139"	"360819"	"Suds3"	28.03959495412	0.21252304903279	4.29882023586423	0.000627316482326582	0.0115362735508102	"SDS3 homolog, SIN3A corepressor complex component [Source:RGD Symbol;Acc:1305986]"	"genetic disease"
"1"	205731837	205733603	1767	"-"	1153	"ENSRNOG00000019570"	"114117"	"Gng3"	36.2187045631332	0.324042019894667	4.29008248397869	0.000638470308792593	0.0116105008898982	"G protein subunit gamma 3 [Source:RGD Symbol;Acc:620805]"	"proximal symphalangism; congenital generalized lipodystrophy type 2; Delayed Hypersensitivity; genetic disease; Diabetes Mellitus; breast carcinoma; Intellectual Disability; leukocyte adhesion deficiency 3"
"2"	203804936	203840433	35498	"+"	3177	"ENSRNOG00000013719"	"295394"	"Dph5"	2.8483861882332	0.269099408882061	4.29000720507438	0.00063856727764159	0.0116105008898982	"diphthamide biosynthesis 5 [Source:RGD Symbol;Acc:1307867]"	"Neurodevelopmental Disorder with Short Stature, Prominent Forehead, and Feeding Difficulties; genetic disease; Maple Syrup Urine Disease; Epilepsy"
"18"	23215962	23244314	28353	"-"	2945	"ENSRNOG00000017091"	"291709"	"Slc25a46"	27.3666186884189	0.236767972391939	4.28996686783584	0.000638619243345491	0.0116105008898982	"solute carrier family 25, member 46 [Source:RGD Symbol;Acc:1305072]"	"Charcot-Marie-Tooth Disease Type 6B; genetic disease; Spastic Ataxia; Pontocerebellar Hypoplasia Type 1E; familial adenomatous polyposis 1; Hereditary Neoplastic Syndromes; Neurodevelopmental Disorders; Charcot-Marie-Tooth Disease; Charcot-Marie-Tooth disease type 6; Optic Atrophy"
"7"	111312427	111325283	12857	"-"	1517	"ENSRNOG00000015583"	"300078"	"Dnal4"	17.9610580307247	0.316091491192617	4.28924734313366	0.00063954691905924	0.0116143594520457	"dynein, axonemal, light chain 4 [Source:RGD Symbol;Acc:1309099]"	"MIRROR MOVEMENTS 3; adenylosuccinase lyase deficiency; genetic disease"
