"","seqnames","start","end","width","strand","Length","ensemblID","Symbol","EntrezID","meanExprs","logFC","AveExpr","t","P.Value","adj.P.Val","B","associated_phenotypes","gene_description"
"ENSRNOG00000059961","7",128875773,128898521,22749,"-",4172,"ENSRNOG00000059961","Rapgef3","59326",21.0104100580252,-0.384703709386075,6.95974512207139,-5.05868305188857,0.000134388189881662,0.0426402100235543,1.0537073177176,"Thyroid Neoplasms; Cardiomegaly; congestive heart failure; Rickettsia Infections; Glucose Intolerance; Arterial Injury; Amyloidosis; obesity; Tick-Borne Diseases; chronic obstructive pulmonary disease; Left Ventricular Hypertrophy; Burns; Tobacco Use Disorder; acute kidney failure; Transplant Rejection","Rap guanine nucleotide exchange factor 3 [Source:RGD Symbol;Acc:621869]"
"ENSRNOG00000047393","7",133157475,133161166,3692,"+",1384,"ENSRNOG00000047393","Krt18","294853",3.72069086841624,1.07481170800973,1.94282375913032,5.22385814785557,9.75283617873127e-05,0.0381988711659011,1.31849213724243,"hepatosplenic schistosomiasis; Liver Injury; liver disease; primary sclerosing cholangitis; Necrosis; Chronic Hepatitis B; Cryptogenic Cirrhosis; Familial Cirrhosis; Liver Cirrhosis; Non-alcoholic Fatty Liver Disease; non-alcoholic steatohepatitis; Experimental Liver Cirrhosis; Acute Liver Failure; hepatocellular carcinoma; Chemical and Drug Induced Liver Injury; Chronic Hepatitis C; Liver Neoplasms; Breast Neoplasms; liver cancer; primary biliary cholangitis","keratin 18 [Source:RGD Symbol;Acc:619935]"
"ENSRNOG00000005206","7",97730465,98025653,295189,"-",5523,"ENSRNOG00000005206","Kcnq3","29682",33.5538941905395,-0.750815969943879,7.0756357354901,-4.93151689750903,0.000172397614926483,0.0429913335849504,0.808769020482188,"Autistic Disorder; Hyperalgesia; visual epilepsy; benign epilepsy with centrotemporal spikes; Lennox-Gastaut syndrome; benign neonatal seizures; Charcot-Marie-Tooth disease type 4; genetic disease; Epilepsy; Developmental Disease; Intellectual Disability; benign familial neonatal epilepsy; prostate cancer; Benign Familial Neonatal Seizures, 2; benign familial infantile seizures, 5","potassium voltage-gated channel subfamily Q member 3 [Source:RGD Symbol;Acc:69222]"
"ENSRNOG00000007091","7",106935761,106939689,3929,"+",1854,"ENSRNOG00000007091","Ly6e","362934",18.7390223543403,0.429285190020944,4.45145256896349,4.94865513885259,0.000166688138957276,0.0429913335849504,1.02300894362339,"human influenza; pancreatic cancer","lymphocyte antigen 6 family member E [Source:RGD Symbol;Acc:1565342]"
"ENSRNOG00000025463","8",53062360,53069538,7179,"-",6395,"ENSRNOG00000025463","AI593442",NA,27.407203131145,-1.2682601356984,7.40668058908008,-4.78314676598358,0.000231083707408919,0.0473528949348661,0.514641492746753,"Intellectual Disability; Ataxia Telangiectasia; Chromosome 11, Partial Trisomy 11q","expressed sequence AI593442 [Source:MGI Symbol;Acc:MGI:2143099]"
"ENSRNOG00000010944","8",44706263,44718186,11924,"+",4471,"ENSRNOG00000010944","Hyou1","192235",46.2446239074803,-0.257470233658258,7.51513066735485,-4.82785844100423,0.00021150074541764,0.0458929149927003,0.59468920244908,"Schizophrenia; Chromosome 11, Partial Trisomy 11q; immunodeficiency 59; spinocerebellar ataxia type 17; congenital myasthenic syndrome 13; immunodeficiency 18; Immunodeficiency 19; immunodeficiency 17; Glycogen Storage Disease IB; CD3epsilon deficiency; congenital disorder of glycosylation Ij; inflammatory bowel disease 28; Long QT Syndrome 10; Dwarfism","hypoxia up-regulated 1 [Source:RGD Symbol;Acc:621146]"
"ENSRNOG00000025079","9",60056890,60093007,36118,"-",5707,"ENSRNOG00000025079","Fam126b","316415",36.6454622272232,-0.406650040482063,7.55620160252984,-5.07063778714578,0.000131291123033481,0.0426402100235543,1.06923632276652,"","family with sequence similarity 126, member B [Source:RGD Symbol;Acc:1309752]"
"ENSRNOG00000013408","9",41463830,41642320,178491,"+",4273,"ENSRNOG00000013408","Npas2","316351",12.1384053232621,-1.04489131850331,5.39631880354208,-4.72961707740092,0.000257002494638636,0.0487954281866174,0.528239319642203,"spermatogenic failure 3; Experimental Liver Cirrhosis; Autistic Disorder; Chronobiology Disorders","neuronal PAS domain protein 2 [Source:RGD Symbol;Acc:1309681]"
"ENSRNOG00000021962","10",87561326,87565334,4009,"+",4009,"ENSRNOG00000021962","Fzd2","64512",3.26154597285367,0.780748930343554,3.43956035384556,5.98771593648044,2.31853486127702e-05,0.0292572702319458,2.87412842995817,"autosomal dominant Robinow syndrome 3; Colonic Neoplasms; Omodysplasia 2; Keratoconus; breast carcinoma; Leiomyoma; autosomal dominant Robinow syndrome 2; Left Ventricular Hypertrophy; autosomal dominant Robinow syndrome 1; Myocardial Infarction; Dwarfism","frizzled class receptor 2 [Source:RGD Symbol;Acc:71012]"
"ENSRNOG00000069160","10",92167196,92429297,262102,"-",4141,"ENSRNOG00000069160","Pitpnc1","498015",20.6277771805674,-0.55483478049454,6.87718717748379,-5.25811451350912,9.12935346324625e-05,0.0381988711659011,1.44681716228957,"","phosphatidylinositol transfer protein, cytoplasmic 1 [Source:RGD Symbol;Acc:1597047]"
"ENSRNOG00000062101","10",90910316,90931131,20816,"+",5214,"ENSRNOG00000062101","Ace","24310",17.6385431283488,0.899175538091957,6.2190701821172,4.93627915953143,0.000170791175376586,0.0429913335849504,0.84851156133126,"Osteoporosis; Glomerulonephritis; Nonarteritic Anterior Ischemic Optic Neuropathy; subacute sclerosing panencephalitis; middle cerebral artery infarction; Nephritis; Fetal Death; Genetic Predisposition to Disease; acute kidney failure; male infertility; Pre-Eclampsia; aspiration pneumonia; Sudden Death; Nephrosis; Cough; Cytomegalovirus Infections; Vascular System Injuries; Sepsis; obesity; increased angiotensin I-converting enzyme activity; Pulmonary Fibrosis; Diabetic Retinopathy; Myocardial Infarction; Aortic Coarctation; Familial Mediterranean Fever; Cholestasis; Polycythemia; Insulin Resistance; Lung Neoplasms; Leukostasis; Atrial Fibrillation; Ventricular Fibrillation; ankylosing spondylitis; hepatitis A; Pleural Effusion; Pyelonephritis; respiratory system disease; Albuminuria; Myocarditis; Cardiac Arrhythmias; pre-malignant neoplasm; Anemia; primary biliary cholangitis; Venous Thromboembolism; Cerebral Infarction; Chemical and Drug Induced Liver Injury; lung cancer; decreased angiotensin I-converting enzyme activity; Mycobacterium Infections; Radiation nephropathy; substance-induced psychosis; Stroke; Banti's Syndrome; microcephaly; lung carcinoma; chronic myeloid leukemia; extrinsic allergic alveolitis; congenital diaphragmatic hernia; alcoholic cardiomyopathy; lung disease; Ventricular Remodeling; Right Ventricular Hypertrophy; Sarcoidosis; asthma; Bronchiolitis Obliterans; kidney disease; Fabry Disease; Hyperoxia; Autistic Disorder; Arteriovenous Fistula; systemic scleroderma; Experimental Arthritis; Staphylococcal Infections; Mitral Valve Prolapse; allergic rhinitis; Celiac Disease; heart valve disease; Memory Disorders; gallbladder adenocarcinoma; type 1 diabetes mellitus; allergic disease; stomach cancer; Helicobacter Infections; Weight Gain; Behcet's disease; focal segmental glomerulosclerosis 1; toxic shock syndrome; Cerebral Hemorrhage; Gaucher's disease; intermediate coronary syndrome; acute hepatitis; pulmonary hypertension; viral pneumonia; Kidney Reperfusion Injury; hypertrophic cardiomyopathy; Neoplasm Metastasis; chemical colitis; Coronary Disease; diastolic heart failure; pancreatic cancer; Experimental Diabetes Mellitus; Stomach Neoplasms; Fetal Growth Retardation; Severe Acute Respiratory Syndrome; Leukemia; congestive heart failure; Cakut; Meningococcal Infections; Alcoholic Liver Diseases; in situ carcinoma; Pain; Endomyocardial Fibrosis; hepatocellular carcinoma; diabetic angiopathy; Berylliosis; autosomal recessive polycystic kidney disease; mitral valve disease; cardiovascular system disease; Intestinal Reperfusion Injury; Henoch-Schoenlein purpura; Renal Fibrosis; IgA glomerulonephritis; Coronary Restenosis; Chronic Intermittent Hypoxia; Liver Metastasis; abdominal aortic aneurysm; systemic lupus erythematosus; Weight Loss; hypertension; Diabetic Nephropathies; renovascular hypertension; adult respiratory distress syndrome; glycogen storage disease V; Brain Ischemia; Experimental Liver Cirrhosis; Familial Cerebral Cavernous Malformation; Endotoxemia; carotid artery disease; Cardiomegaly; Congenital Hepatic Fibrosis; dilated cardiomyopathy; Left Ventricular Hypertrophy; Diabetic Cardiomyopathies; Intracranial Aneurysm; Chronic Hepatitis C; Alzheimer's Disease; Multiple Myeloma; Peritoneal Fibrosis; Chemotherapy-Induced Febrile Neutropenia; Pregnancy-Induced Hypertension; Malaria; kidney failure; Ureteral Obstruction; chronic obstructive pulmonary disease; Liver Cirrhosis; Reperfusion Injury; Nephrotic Syndrome; Ocular Hypotension; Coronary Artery Disease; Proteinuria; Schizophrenia; Lung Injury; Pneumonia; Hypotension; Premature Infant Diseases; Puromycin Aminonucleoside Nephrosis; pancreatic ductal carcinoma; Parkinson's disease; type 2 diabetes mellitus; Experimental Colitis; obstructive sleep apnea; Acute Lung Injury; Renal Tubular Dysgenesis; Hypertensive Nephrosclerosis; diffuse cystic renal dysplasia; Adenocarcinoma; drug allergy; Prostatic Neoplasms; Bipolar Disorder; Uveitis; Non-alcoholic Fatty Liver Disease; glomerulosclerosis; Angiotensin I-Converting Enzyme, Benign Serum Increase; breast cancer","angiotensin I converting enzyme [Source:RGD Symbol;Acc:2493]"
"ENSRNOG00000018841","10",14584829,14589818,4990,"-",3245,"ENSRNOG00000018841","Sox8","302993",14.9354352440408,0.327501534110238,5.90518549444269,5.36107882122234,7.49192782768961e-05,0.0381988711659011,1.68785311025895,"Tuberous Sclerosis 2; peripheral nervous system disease; Fanconi Anemia; idiopathic generalized epilepsy; Epilepsy; Familial Mediterranean Fever","SRY-box transcription factor 8 [Source:RGD Symbol;Acc:1309072]"
"ENSRNOG00000003217","10",103619908,103629256,9349,"-",2229,"ENSRNOG00000003217","Lgals3bp","245955",8.2993318916323,1.16151776102549,3.34622187195305,5.29636952529494,8.48157149642839e-05,0.0381988711659011,1.69309897948916,"idiopathic generalized epilepsy; Liver Cirrhosis","galectin 3 binding protein [Source:RGD Symbol;Acc:620837]"
"ENSRNOG00000003785","10",52548963,52611533,62571,"-",4622,"ENSRNOG00000003785","Usp43","100147704",1.13629706111713,-1.92607860214822,2.79265512601013,-4.95511484567842,0.000164587012891124,0.0429913335849504,0.907571064685667,"","ubiquitin specific peptidase 43 [Source:RGD Symbol;Acc:2303824]"
"ENSRNOG00000043295","10",91972410,91977602,5193,"+",1834,"ENSRNOG00000043295","1810010H24Rik",NA,3.70735477747882,0.692504158851309,2.78945376497934,4.75446745338789,0.000244617543782242,0.0477127573206528,0.69162286212799,"","RIKEN cDNA 1810010H24 gene [Source:MGI Symbol;Acc:MGI:1916316]"
"ENSRNOG00000014870","10",56866249,56890945,24697,"-",3505,"ENSRNOG00000014870","Slc13a5","266998",3.0772334147479,-1.13904196076351,2.64428264112785,-6.13348485029751,1.77840339770771e-05,0.0270123308808186,2.77371686375049,"Epilepsy; childhood onset epileptic encephalopathy; Developmental Disabilities; developmental and epileptic encephalopathy 25; Generalized Epilepsy; fatty liver disease; microcephaly; Dyskeratosis Congenita; Common Variable Immunodeficiency; Leber Congenital Amaurosis 4; very long chain acyl-CoA dehydrogenase deficiency","solute carrier family 13 member 5 [Source:RGD Symbol;Acc:631374]"
"ENSRNOG00000029658","10",104656883,104757918,101036,"+",19467,"ENSRNOG00000029658","Rnf213","303735",3.43874270251362,0.366128421814032,6.28094016364036,5.95726189772378,2.45153090284439e-05,0.0292572702319458,2.76843938145568,"genetic disease; Moyamoya Disease; patent foramen ovale; anaplastic ependymoma; Moyamoya Disease 2; Aortic Coarctation","ring finger protein 213 [Source:RGD Symbol;Acc:1308168]"
"ENSRNOG00000017496","10",85511160,85517720,6561,"+",2322,"ENSRNOG00000017496","Cnp","25275",157.025274908768,0.392106977783539,8.55761113878803,6.05560994889988,2.04836733973491e-05,0.0285201012602424,2.91868729828237,"Experimental Liver Cirrhosis; Marfanoid Mental Retardation Syndrome, Autosomal; Encephalomyelitis; Catatonic Schizophrenia; Multiple Sclerosis; Alzheimer's Disease; Brain Injuries; Brain Hypoxia-Ischemia; Catatonia; hypomyelinating leukodystrophy 20; Experimental Autoimmune Encephalomyelitis; Schizophrenia; Restless Legs Syndrome; Meningoencephalitis; Carotid Stenosis; alcoholic liver cirrhosis","2',3'-cyclic nucleotide 3' phosphodiesterase [Source:RGD Symbol;Acc:2368]"
"ENSRNOG00000002969","13",92069216,92162004,92789,"+",3934,"ENSRNOG00000002969","Itpkb","54260",12.9650202117771,0.433754504630557,5.99862723751145,4.79185139113652,0.000227130118275615,0.0473528949348661,0.576566327834807,"parathyroid carcinoma; gastrointestinal stromal tumor","inositol-trisphosphate 3-kinase B [Source:RGD Symbol;Acc:2932]"
"ENSRNOG00000068444","13",84802009,84835461,33453,"+",5876,"ENSRNOG00000068444","Kcnj10","29718",35.1256511240329,-0.31985745654624,7.97428641451016,-6.33648261165584,1.2352038832833e-05,0.0270123308808186,3.42716208115203,"amyotrophic lateral sclerosis; Intellectual Disability; Retinal Vein Occlusion; Epilepsy; Neuropathy; Retina Reperfusion Injury; demyelinating disease; familial hemiplegic migraine; Acute Liver Failure; Deafness; Rett Syndrome; Uveitis; Optic Nerve Injuries; transient cerebral ischemia; Multiple Sclerosis; Brain Injuries; EAST syndrome; Pendred Syndrome; cerebellar ataxia; Autistic Disorder; Diabetic Retinopathy; sensorineural hearing loss; Hearing Loss; parathyroid carcinoma; Spinal Cord Injuries; autosomal recessive nonsyndromic deafness 4; Subarachnoid Hemorrhage; reflex epilepsy; epilepsy with generalized tonic-clonic seizures; peripheral nervous system disease; Retinal Degeneration; AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE; Nervous System Malformations; gastrointestinal stromal tumor","potassium inwardly-rectifying channel, subfamily J, member 10 [Source:RGD Symbol;Acc:61822]"
"ENSRNOG00000056826","14",46718760,46917154,198395,"+",7118,"ENSRNOG00000056826","Arap2","305367",32.7468485205113,-0.338335050337967,7.95700394667096,-5.24218514818591,9.41398345432038e-05,0.0381988711659011,1.39598202633907,"","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:RGD Symbol;Acc:1306452]"
"ENSRNOG00000013280","15",55407148,55429681,22534,"+",2731,"ENSRNOG00000013280","Olfm4","290409",0.673256377776445,1.20494242549478,0.900868588200447,4.99419016929094,0.000152445930483065,0.0429913335849504,0.57553521539955,"chromosome 13q14 deletion syndrome; Endometriosis; Intellectual Disability","olfactomedin 4 [Source:RGD Symbol;Acc:1311708]"
"ENSRNOG00000066208","15",51176153,51192753,16601,"-",2105,"ENSRNOG00000066208",NA,"NULL",0.741515132345816,2.27241628308157,-0.793516612300575,5.2197278680168,9.83092805921564e-05,0.0381988711659011,-0.279920691781927,"","uncharacterized LOC102549099 [Source:RGD Symbol;Acc:7695025]"
"ENSRNOG00000011471","15",32210074,32253309,43236,"+",4035,"ENSRNOG00000011471","Fgf9","25444",3.4847988791292,-0.627170380653818,3.8480774160807,-5.38248787053639,7.19147475347088e-05,0.0381988711659011,1.85503613829764,"lung cancer; Multiple Synostoses Syndrome 3; Cleft Palate; kidney cancer; Lung Neoplasms; Multiple Synostoses Syndrome 1; Cleft Lip; Adenocarcinoma; lung non-small cell carcinoma; lung squamous cell carcinoma; malignant mesothelioma; lung adenocarcinoma; multiple synostoses syndrome; Pleuropulmonary Blastoma","fibroblast growth factor 9 [Source:RGD Symbol;Acc:2610]"
"ENSRNOG00000012216","17",7955603,7985240,29638,"-",4624,"ENSRNOG00000012216","Tgfbi","116487",1.71807038059088,0.90705523482447,3.07231556805973,5.04079436076758,0.000139164016282637,0.0426402100235543,1.22787603822677,"Thiel-Behnke corneal dystrophy; Lattice Corneal Dystrophy Type 1; corneal dystrophy; Spontaneous Abortions; familial adenomatous polyposis 1; granular corneal dystrophy 2; epithelial basement membrane dystrophy; Sepsis; Reis-Bucklers corneal dystrophy; kidney disease; Tubulointerstitial Fibrosis; granular corneal dystrophy 1; Lattice Corneal Dystrophy, Type IIIA; Diabetic Nephropathies; granular corneal dystrophy; Neurodevelopmental Disorders; Hereditary Neoplastic Syndromes","transforming growth factor, beta induced [Source:RGD Symbol;Acc:620017]"
"ENSRNOG00000008659","17",83348673,83472444,123772,"-",7177,"ENSRNOG00000008659","Arhgap21","307178",52.4258122867112,-0.32923475134733,8.51791489625746,-4.96460832662708,0.000161548506865123,0.0429913335849504,0.853327498756608,"","Rho GTPase activating protein 21 [Source:RGD Symbol;Acc:1311028]"
"ENSRNOG00000015101","17",23693878,23730001,36124,"+",2433,"ENSRNOG00000015101","Mak","25677",1.23300462984598,1.28252182367329,1.60228735271518,5.10474918499932,0.000122852568484249,0.0426402100235543,1.06271869016224,"fundus dystrophy; retinitis pigmentosa; CATARACT 13 WITH ADULT i PHENOTYPE; Retinitis Pigmentosa 62","male germ cell-associated kinase [Source:RGD Symbol;Acc:3036]"
"ENSRNOG00000037957","11",83504861,83521248,16388,"-",4165,"ENSRNOG00000037957","Aifm3","303786",29.582486872534,-0.470183112732117,7.41575421547914,-4.85822867918599,0.000199179852331887,0.0455876297638517,0.652651136668355,"velocardiofacial syndrome; Megacolon; Neurodevelopmental Disorders; Schizophrenia; DiGeorge Syndrome; Epilepsy; Autistic Disorder; primary immunodeficiency disease; Intellectual Disability; Dwarfism","apoptosis inducing factor, mitochondria associated 3 [Source:RGD Symbol;Acc:1306028]"
"ENSRNOG00000029811","11",31295614,31530043,234430,"+",3058,"ENSRNOG00000029811","Kcne2","171138",4.03767135524643,1.35215245998639,2.63509454041804,4.82883765621326,0.000211091499833173,0.0458929149927003,0.829783252536878,"Thrombocytopenia; Long QT Syndrome 3/6; inflammatory bowel disease 25; Familial Platelet Disorder with Associated Myeloid Malignancy; Ventricular Fibrillation; dilated cardiomyopathy; Coronary Artery Disease; Familial Atrial Fibrillation 4; Atrial Fibrillation; ZTTK SYNDROME; familial hypertrophic cardiomyopathy; IMMUNODEFICIENCY 28; amyotrophic lateral sclerosis type 1; Long QT Syndrome 1; Experimental Diabetes Mellitus; Parkinson's disease 20; Long QT Syndrome; familial atrial fibrillation; Long QT Syndrome 6; Romano-Ward Syndrome; Cardiac Arrhythmias","potassium voltage-gated channel subfamily E regulatory subunit 2 [Source:RGD Symbol;Acc:621383]"
"ENSRNOG00000001575","11",27169740,27570645,400906,"-",4148,"ENSRNOG00000001575","Grik1","29559",8.75186390633725,-0.494786626192057,5.41391461387355,-4.84900933248768,0.000202839950585887,0.0457979715457973,0.741139038989062,"Schizophrenia; visual epilepsy; Status Epilepticus; childhood absence epilepsy","glutamate ionotropic receptor kainate type subunit 1 [Source:RGD Symbol;Acc:2732]"
"ENSRNOG00000052129","16",17170659,17252705,82047,"-",12143,"ENSRNOG00000052129","Nwd1","100364350",13.4574195763769,-0.345781250276711,7.34456151603613,-5.05557486007088,0.000135205697757471,0.0426402100235543,1.04302971001753,"prostate cancer","NACHT and WD repeat domain containing 1 [Source:RGD Symbol;Acc:2321209]"
"ENSRNOG00000018952","16",6413589,6425221,11633,"+",3626,"ENSRNOG00000018952","Sema3g","290562",3.67780815707003,-0.517458295325164,3.77005693660419,-5.46637472635155,6.12938230199859e-05,0.0381988711659011,2.00195450213329,"","semaphorin 3G [Source:RGD Symbol;Acc:1306079]"
"ENSRNOG00000014605","16",79518312,79527040,8729,"+",8711,"ENSRNOG00000014605","Lig4","290907",8.09497670587639,-0.493807956774671,6.23179017546412,-5.58775206761644,4.87200976256812e-05,0.0381988711659011,2.09058148585359,"genetic disease; Anal Atresia, Hypospadias, and Penoscrotal Inversion; thyroid gland papillary carcinoma; high grade glioma; prostate cancer; severe combined immunodeficiency; Severe Combined Immunodeficiency with Sensitivity to Ionizing Radiation; pancreatic cancer; colorectal cancer; DNA ligase IV deficiency; Multiple Myeloma","DNA ligase 4 [Source:RGD Symbol;Acc:1304639]"
"ENSRNOG00000013248","16",44258372,44421812,163441,"+",6864,"ENSRNOG00000013248","Wwc2","498630",7.64790173564446,0.330627934648023,5.74653051992393,5.07823717121827,0.000129360756220046,0.0426402100235543,1.15111863307358,"Long QT Syndrome","WW and C2 domain containing 2 [Source:RGD Symbol;Acc:1559427]"
"ENSRNOG00000011300","18",3523133,3751353,228221,"+",10391,"ENSRNOG00000011300","Lama3","307582",3.93583021899302,0.810336653367856,5.2212747181521,5.76719112335861,3.48227843872775e-05,0.0323232823079241,2.47666038390675,"junctional epidermolysis bullosa; Idiopathic Pulmonary Fibrosis; Junctional Epidermolysis Bullosa 1B, Severe; lung small cell carcinoma; Junctional Epidermolysis Bullosa 2C, Laryngoonychocutaneous; Intellectual Disability; junctional epidermolysis bullosa, non-Herlitz type; Junctional Epidermolysis Bullosa 2B, Severe; chronic ulcer of skin; nail disease; Wounds and Injuries; Junctional Epidermolysis Bullosa 2A, Intermediate; junctional epidermolysis bullosa Herlitz type","laminin subunit alpha 3 [Source:RGD Symbol;Acc:628776]"
"ENSRNOG00000003479","19",25006611,25228678,222068,"-",2935,"ENSRNOG00000003479","Rnf150","364983",14.5316823068618,-0.440823170199126,4.95014704309122,-4.81748522452983,0.000215886498196353,0.0462439950239059,0.734092396075733,"","ring finger protein 150 [Source:RGD Symbol;Acc:1304572]"
"ENSRNOG00000018836","19",52604060,52629436,25377,"-",2991,"ENSRNOG00000018836","RGD1559896","498967",33.2027439512918,0.377655098716869,6.68005476497922,5.03083729882696,0.000141897811999893,0.0426402100235543,1.01106333711763,"","similar to RIKEN cDNA 2310022B05 [Source:RGD Symbol;Acc:1559896]"
"ENSRNOG00000001143","12",40605563,40763860,158298,"-",6411,"ENSRNOG00000001143","Cit","83620",40.2047073764559,-1.35712609144446,8.40446192056624,-5.26810042123795,8.95547429103588e-05,0.0381988711659011,1.44646083805816,"Intellectual Disability; flat head; Ataxia; visual epilepsy; primary autosomal recessive microcephaly; Epilepsy; genetic disease; microcephaly; binucleate; Long QT Syndrome; decreased forebrain size; Marfanoid Mental Retardation Syndrome, Autosomal; primary autosomal recessive microcephaly 17","citron rho-interacting serine/threonine kinase [Source:RGD Symbol;Acc:70878]"
"ENSRNOG00000001192","12",41907144,41927319,20176,"+",1672,"ENSRNOG00000001192","Gltp","288707",14.6058601393623,0.433491079641293,4.62441969724379,5.4633142942624,6.16512182611788e-05,0.0381988711659011,1.97185933494744,"","glycolipid transfer protein [Source:RGD Symbol;Acc:1564442]"
